day_text,times_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text
5.10금,18:30,롯데 자이언츠,3,1,0,5,0,0,패
5.10금,18:30,NC 다이노스,5,0,2,12,0,0,패
5.10금,18:30,두산 베어스,5,0,2,2,1,1,승
5.10금,18:30,SK 와이번스,12,0,2,5,2,1,승
5.10금,18:30,키움 히어로즈,12,0,0,9,1,0,패
5.11토,17:00,KIA 타이거즈,9,0,1,6,0,1,패
5.11토,17:00,삼성 라이온즈,10,2,0,8,0,1,승
5.11토,17:00,LG 트윈스,14,0,0,6,1,3,패
5.11토,17:00,롯데 자이언츠,7,0,2,4,0,0,승
5.11토,17:00,NC 다이노스,10,0,0,9,0,0,패
5.11토,17:00,두산 베어스,9,1,0,8,0,0,승
5.11토,17:00,SK 와이번스,4,0,2,4,1,0,패
5.11토,17:00,키움 히어로즈,7,1,1,3,0,0,승
5.12일,17:00,KIA 타이거즈,8,0,0,9,1,0,패
5.12일,17:00,삼성 라이온즈,11,0,2,7,0,0,승
5.12일,17:00,LG 트윈스,7,1,1,9,0,1,패
5.12일,17:00,롯데 자이언츠,15,1,0,4,1,1,승
5.12일,17:00,NC 다이노스,19,1,0,5,2,0,승
5.12일,17:00,두산 베어스,9,1,0,3,2,1,패
5.12일,17:00,SK 와이번스,10,0,1,8,0,2,패
5.12일,17:00,키움 히어로즈,9,0,0,6,3,0,승
5.14화,18:30,한화 이글스,10,0,0,6,2,1,승
5.14화,18:30,키움 히어로즈,7,1,0,7,0,1,패
5.14화,18:30,NC 다이노스,11,1,0,8,0,2,무
5.14화,18:30,롯데 자이언츠,8,1,0,11,0,1,무
5.14화,18:30,SK 와이번스,5,1,2,11,0,0,패
5.14화,18:30,KIA 타이거즈,5,0,2,2,1,1,승
5.14화,18:30,삼성 라이온즈,13,0,2,10,1,1,승
5.14화,18:30,두산 베어스,12,0,0,9,0,1,패
5.15수,18:30,한화 이글스,5,0,0,7,1,1,패
5.15수,18:30,키움 히어로즈,20,2,3,6,0,0,승
5.15수,18:30,NC 다이노스,12,1,0,7,2,0,승
5.15수,18:30,롯데 자이언츠,11,0,0,10,1,0,패
5.15수,18:30,SK 와이번스,9,0,0,9,1,1,승
5.15수,18:30,KIA 타이거즈,12,0,1,8,1,0,패
5.15수,18:30,삼성 라이온즈,14,1,2,4,1,0,승
5.15수,18:30,두산 베어스,8,0,1,7,0,0,패
5.16목,18:30,한화 이글스,8,0,1,4,3,0,패
5.16목,18:30,키움 히어로즈,10,1,0,8,0,1,승
5.16목,18:30,NC 다이노스,13,0,3,10,0,0,승
5.16목,18:30,롯데 자이언츠,8,0,0,9,2,1,패
5.16목,18:30,SK 와이번스,19,3,2,10,1,0,승
5.16목,18:30,KIA 타이거즈,1,1,0,1,1,2,패
5.16목,18:30,삼성 라이온즈,2,0,0,7,1,3,패
5.16목,18:30,두산 베어스,13,0,1,5,1,0,승
5.17금,14:00,두산 베어스,11,0,1,4,3,0,패
5.17금,14:00,한화 이글스,9,0,0,9,0,1,승
5.17금,15:00,롯데 자이언츠,5,1,1,9,1,1,패
5.17금,15:00,SK 와이번스,11,0,2,5,0,1,승
5.17금,17:00,KIA 타이거즈,9,1,0,7,0,1,승
5.17금,17:00,LG 트윈스,8,0,0,2,0,0,패
5.17금,17:00,삼성 라이온즈,8,0,0,6,3,1,승
5.17금,17:00,NC 다이노스,5,1,1,16,0,0,패
5.18토,17:00,KIA 타이거즈,9,0,2,4,1,0,승
5.18토,17:00,LG 트윈스,10,0,0,4,0,0,패
5.18토,17:00,롯데 자이언츠,12,0,0,3,1,0,승
5.18토,17:00,SK 와이번스,5,3,0,7,0,2,패
5.18토,17:00,두산 베어스,9,0,0,6,0,0,패
5.18토,17:00,한화 이글스,16,0,1,6,1,0,승
5.18토,17:00,삼성 라이온즈,9,0,1,6,0,1,승
5.18토,17:00,NC 다이노스,7,1,0,10,1,1,패
5.19일,17:00,KIA 타이거즈,7,2,0,5,2,1,패
5.19일,17:00,LG 트윈스,11,0,1,7,1,0,승
5.19일,17:00,롯데 자이언츠,13,0,1,8,2,2,승
5.19일,17:00,SK 와이번스,12,0,0,9,0,2,패
5.19일,17:00,두산 베어스,21,2,2,6,0,0,승
5.19일,17:00,한화 이글스,9,0,0,10,1,0,패
5.19일,17:00,삼성 라이온즈,12,2,1,11,0,0,승
5.19일,17:00,NC 다이노스,13,0,1,5,1,1,패
5.21화,18:30,한화 이글스,10,0,1,10,0,0,패
5.21화,18:30,KIA 타이거즈,12,1,0,5,2,0,승
5.21화,18:30,LG 트윈스,7,1,0,11,0,0,패
5.21화,18:30,삼성 라이온즈,9,1,0,13,1,1,승
5.21화,18:30,NC 다이노스,7,0,1,4,0,2,패
5.21화,18:30,SK 와이번스,6,0,2,3,0,0,승
5.21화,18:30,키움 히어로즈,17,1,3,5,0,2,승
5.21화,18:30,두산 베어스,14,1,3,9,0,2,패
5.22수,18:30,한화 이글스,10,0,1,5,1,1,승
5.22수,18:30,KIA 타이거즈,7,0,0,4,2,1,패
5.22수,18:30,LG 트윈스,15,2,3,6,1,0,승
5.22수,18:30,삼성 라이온즈,3,1,1,7,1,0,패
5.22수,18:30,NC 다이노스,9,2,2,8,1,1,승
5.22수,18:30,SK 와이번스,10,0,0,3,1,0,패
5.22수,18:30,키움 히어로즈,12,0,1,7,1,0,승
5.22수,18:30,두산 베어스,8,0,0,6,2,1,패
5.23목,18:30,한화 이글스,7,0,2,7,1,1,패
5.23목,18:30,KIA 타이거즈,12,3,1,4,1,0,승
5.23목,18:30,LG 트윈스,8,0,0,9,0,0,승
5.23목,18:30,삼성 라이온즈,8,0,1,6,1,0,패
5.23목,18:30,NC 다이노스,9,3,1,10,0,0,승
5.23목,18:30,SK 와이번스,7,1,0,10,1,0,패
5.23목,18:30,키움 히어로즈,6,0,1,13,0,0,패
5.23목,18:30,두산 베어스,8,0,3,5,0,0,승
5.24금,18:30,롯데 자이언츠,3,1,3,9,0,1,승
5.24금,18:30,키움 히어로즈,4,0,1,10,1,0,패
5.24금,18:30,NC 다이노스,13,0,0,3,0,0,승
5.24금,18:30,KIA 타이거즈,9,0,0,11,1,0,패
5.24금,18:30,SK 와이번스,10,1,3,8,0,0,패
5.24금,18:30,LG 트윈스,9,0,1,8,1,1,승
5.24금,18:30,삼성 라이온즈,10,1,3,7,0,1,승
5.24금,18:30,한화 이글스,4,0,3,11,0,0,패
5.25토,17:00,롯데 자이언츠,13,0,2,1,5,0,패
5.25토,17:00,키움 히어로즈,9,1,1,10,1,0,승
5.25토,17:00,NC 다이노스,14,0,0,7,1,0,승
5.25토,17:00,KIA 타이거즈,6,2,1,7,1,1,패
5.25토,17:00,SK 와이번스,6,1,2,8,0,0,승
5.25토,17:00,LG 트윈스,4,0,1,5,1,3,패
5.25토,17:00,삼성 라이온즈,7,0,2,6,0,1,승
5.25토,17:00,한화 이글스,7,0,0,8,2,0,패
5.26일,17:00,롯데 자이언츠,9,0,2,5,0,1,패
5.26일,17:00,키움 히어로즈,14,0,0,4,2,0,승
5.26일,17:00,NC 다이노스,8,0,3,5,3,2,패
5.26일,17:00,KIA 타이거즈,9,0,3,6,0,0,승
5.26일,17:00,SK 와이번스,8,0,1,14,1,1,패
5.26일,17:00,LG 트윈스,6,0,0,11,0,1,승
5.26일,17:00,삼성 라이온즈,8,0,0,9,1,0,패
5.26일,17:00,한화 이글스,8,0,0,8,0,0,승
5.28화,18:30,한화 이글스,11,2,0,9,1,0,승
5.28화,18:30,LG 트윈스,9,0,2,7,1,0,패
5.28화,18:30,두산 베어스,6,1,1,9,1,0,패
5.28화,18:30,롯데 자이언츠,12,1,1,5,0,0,승
5.29수,18:30,한화 이글스,8,1,0,5,1,2,패
5.29수,18:30,LG 트윈스,11,1,1,7,0,0,승
5.29수,18:30,두산 베어스,3,0,1,5,0,0,패
5.29수,18:30,롯데 자이언츠,8,0,1,7,1,1,승
5.29수,18:30,키움 히어로즈,8,1,1,10,0,1,승
5.29수,18:30,NC 다이노스,12,0,2,12,3,0,패
5.30목,18:30,한화 이글스,10,0,0,7,1,1,패
5.30목,18:30,LG 트윈스,11,0,1,7,1,0,승
5.30목,18:30,두산 베어스,11,1,0,7,0,1,패
5.30목,18:30,롯데 자이언츠,11,0,3,4,1,1,승
5.30목,18:30,삼성 라이온즈,8,1,2,5,1,1,승
5.30목,18:30,SK 와이번스,6,1,0,7,2,0,패
5.30목,18:30,키움 히어로즈,2,1,0,9,0,3,패
5.30목,18:30,NC 다이노스,13,0,1,4,1,0,승
5.31금,18:30,LG 트윈스,15,2,1,8,1,0,승
5.31금,18:30,KIA 타이거즈,6,1,0,5,1,1,패
5.31금,18:30,롯데 자이언츠,16,1,2,15,0,0,승
5.31금,18:30,삼성 라이온즈,3,0,1,6,0,0,패
5.31금,18:30,NC 다이노스,9,0,0,5,0,0,승
5.31금,18:30,한화 이글스,8,0,0,7,0,1,패
5.31금,18:30,키움 히어로즈,14,1,0,8,1,0,승
5.31금,18:30,두산 베어스,7,1,2,9,0,3,패
